	final	final	initial	initial
	Rep1	Rep2	Rep1	Rep2
	analysis/screen/output/003_merge_counts/to_process/Common_Total_R1.counts	analysis/screen/output/003_merge_counts/to_process/Common_Total_R2.counts	analysis/screen/output/003_merge_counts/to_process/Common_Initial_R1.counts	analysis/screen/output/003_merge_counts/to_process/Common_Initial_R2.counts
hek_unique:TSS52609_+_176032409.23-P1P2	7442	7688	1338	13481
hek_unique:TSS52609_+_176032430.23-P1P2	8391	7714	1216	12016
hek_unique:TSS52609_+_176032497.23-P1P2	4966	4348	685	9175
hek_unique:TSS52609_+_176032733.23-P1P2	7270	7976	891	10976
hek_unique:TSS52609_-_176032371.23-P1P2	4208	4717	589	8200
hek_unique:TSS52609_-_176032393.23-P1P2	4635	5670	538	9007
hek_unique:TSS52609_-_176032440.23-P1P2	158	269	13	239
hek_unique:TSS52609_-_176032457.23-P1P2	5880	5915	900	11753
hek_unique:TSS52609_-_176032472.23-P1P2	5379	5410	1034	10176
hek_unique:TSS52609_-_176032680.23-P1P2	5170	4667	747	8595
hek_unique:TSS52663_+_178128763.23-P1P2	3642	3492	0	0
hek_unique:TSS52663_+_178128774.23-P1P2	3006	2936	0	0
hek_unique:TSS52663_+_178128782.23-P1P2	3856	3997	0	0
hek_unique:TSS52663_-_178128728.23-P1P2	3948	3884	0	0
hek_unique:TSS52663_-_178128735.23-P1P2	5638	5137	0	0
hek_unique:TSS52663_-_178128749.23-P1P2	5705	5779	0	0
hek_unique:TSS52663_-_178128756.23-P1P2	2171	2743	0	0
hek_unique:TSS52663_-_178128770.23-P1P2	4343	4556	0	0
hek_unique:TSS52663_-_178128794.23-P1P2	4300	3905	0	0
hek_unique:TSS52663_-_178128856.23-P1P2	2325	2004	0	0
hek_unique:TSS52693_+_179387925.23-P1P2	5238	4205	0	0
hek_unique:TSS52693_+_179387929.23-P1P2	2982	3354	0	0
hek_unique:TSS52693_+_179387980.23-P1P2	6761	7308	0	0
hek_unique:TSS52693_+_179388008.23-P1P2	3204	4029	0	0
hek_unique:TSS52693_-_179387957.23-P1P2	4486	4297	0	0
hek_unique:TSS52693_-_179387960.23-P1P2	8248	8510	0	0
hek_unique:TSS52693_-_179387993.23-P1P2	7450	7415	0	0
hek_unique:TSS52693_-_179387998.23-P1P2	5401	5473	0	0
hek_unique:TSS52693_-_179388148.23-P1P2	3324	3735	0	0
hek_unique:TSS52693_-_179388329.23-P1P2	3387	3945	0	0
hek_unique:TSS52694_+_179387925.23-P1P2	5238	4205	0	0
hek_unique:TSS52694_+_179387980.23-P1P2	6761	7308	0	0
hek_unique:TSS52694_+_179388008.23-P1P2	3204	4029	0	0
hek_unique:TSS52694_+_179388024.23-P1P2	5144	4449	0	0
hek_unique:TSS52694_-_179387957.23-P1P2	4486	4297	0	0
hek_unique:TSS52694_-_179387960.23-P1P2	8248	8510	0	0
hek_unique:TSS52694_-_179387993.23-P1P2	7450	7415	0	0
hek_unique:TSS52694_-_179387998.23-P1P2	5401	5473	0	0
hek_unique:TSS52694_-_179388019.23-P1P2	6703	6766	0	0
hek_unique:TSS52694_-_179388148.23-P1P2	3324	3735	0	0
hek_unique:TSS52703_+_179404602.23-P1P2	3958	4031	733	5837
hek_unique:TSS52703_+_179404632.23-P1P2	6086	6158	839	11520
hek_unique:TSS52703_+_179404635.23-P1P2	3917	3968	577	6254
hek_unique:TSS52703_+_179404820.23-P1P2	7688	7919	1246	12545
hek_unique:TSS52703_+_179404876.23-P1P2	7564	6849	1333	12097
hek_unique:TSS52703_+_179405009.23-P1P2	7322	6958	1001	11237
hek_unique:TSS52703_-_179404592.23-P1P2	3100	3267	514	5697
hek_unique:TSS52703_-_179404597.23-P1P2	4870	4898	784	9851
hek_unique:TSS52703_-_179404617.23-P1P2	3360	3286	479	7090
hek_unique:TSS52703_-_179404873.23-P1P2	5575	5880	695	9635
hek_unique:TSS52705_+_179406054.23-ENST00000604692	2536	1915	0	0
hek_unique:TSS52705_+_179406115.23-ENST00000604692	4023	4421	0	0
hek_unique:TSS52705_+_179406164.23-ENST00000604692	11119	10461	0	0
hek_unique:TSS52705_+_179406220.23-ENST00000604692	6343	6402	0	0
hek_unique:TSS52705_+_179406230.23-ENST00000604692	2415	1828	0	0
hek_unique:TSS52705_-_179405859.23-ENST00000604692	5712	6019	0	0
hek_unique:TSS52705_-_179406114.23-ENST00000604692	6213	6205	0	0
hek_unique:TSS52705_-_179406126.23-ENST00000604692	7863	7471	0	0
hek_unique:TSS52705_-_179406146.23-ENST00000604692	3939	4223	0	0
hek_unique:TSS52705_-_179406239.23-ENST00000604692	6768	8135	0	0
hek_unique:TSS52712_+_179483626.23-ENST00000604956	3552	4453	629	6827
hek_unique:TSS52712_+_179483677.23-ENST00000604956	5331	4898	913	8475
hek_unique:TSS52712_+_179484052.23-ENST00000604956	3458	3673	384	5346
hek_unique:TSS52712_-_179483682.23-ENST00000604956	5415	5694	872	11634
hek_unique:TSS52712_-_179483774.23-ENST00000604956	5246	5016	709	7911
hek_unique:TSS52712_-_179483784.23-ENST00000604956	4771	5013	1001	11065
hek_unique:TSS52712_-_179483956.23-ENST00000604956	10241	10707	1579	16713
hek_unique:TSS52712_-_179483992.23-ENST00000604956	8671	7699	1384	13999
hek_unique:TSS52712_-_179484017.23-ENST00000604956	6888	6105	1151	12834
hek_unique:TSS52712_-_179484040.23-ENST00000604956	3553	3298	668	5874
hek_unique:TSS52721_+_179413617.23-ENST00000603415	6924	6235	0	0
hek_unique:TSS52721_+_179413638.23-ENST00000603415	7413	6885	0	0
hek_unique:TSS52721_+_179413686.23-ENST00000603415	2718	2248	0	0
hek_unique:TSS52721_+_179413729.23-ENST00000603415	3651	3250	0	0
hek_unique:TSS52721_+_179413748.23-ENST00000603415	9322	8637	0	0
hek_unique:TSS52721_+_179413755.23-ENST00000603415	9817	9418	0	0
hek_unique:TSS52721_+_179413826.23-ENST00000603415	3719	4026	0	0
hek_unique:TSS52721_+_179413884.23-ENST00000603415	5725	5585	0	0
hek_unique:TSS52721_+_179413929.23-ENST00000603415	1595	1326	0	0
hek_unique:TSS52721_-_179413900.23-ENST00000603415	4982	5357	0	0
hek_unique:TSS52722_+_179441858.23-ENST00000604215	5527	4954	857	6650
hek_unique:TSS52722_+_179441865.23-ENST00000604215	5154	4982	721	9654
hek_unique:TSS52722_+_179441927.23-ENST00000604215	5395	4550	1096	11105
hek_unique:TSS52722_+_179442196.23-ENST00000604215	4453	4201	638	6866
hek_unique:TSS52722_-_179441850.23-ENST00000604215	2050	2128	236	4127
hek_unique:TSS52722_-_179441871.23-ENST00000604215	9209	10109	1337	13552
hek_unique:TSS52722_-_179441934.23-ENST00000604215	4305	3859	591	7365
hek_unique:TSS52722_-_179442064.23-ENST00000604215	7638	7277	1140	9576
hek_unique:TSS52722_-_179442158.23-ENST00000604215	5391	5002	693	8464
hek_unique:TSS52722_-_179442231.23-ENST00000604215	6475	6387	992	9548
hek_unique:TSS52723_+_179443531.23-ENST00000603521	5632	5390	842	8058
hek_unique:TSS52723_+_179443559.23-ENST00000603521	9162	9569	1195	17228
hek_unique:TSS52723_+_179443582.23-ENST00000603521	9934	10862	1362	18663
hek_unique:TSS52723_+_179443682.23-ENST00000603521	3134	3504	378	4839
hek_unique:TSS52723_+_179443760.23-ENST00000603521	4309	3652	722	5580
hek_unique:TSS52723_+_179443810.23-ENST00000603521	6396	6993	1028	10283
hek_unique:TSS52723_+_179443838.23-ENST00000603521	3974	3796	678	6215
hek_unique:TSS52723_+_179443994.23-ENST00000603521	7859	6952	925	12507
hek_unique:TSS52723_-_179443726.23-ENST00000603521	650	323	54	377
hek_unique:TSS52723_-_179443754.23-ENST00000603521	8455	7344	1163	12026
hek_unique:TSS52724_+_179481288.23-ENST00000605334	5938	7111	1026	9824
hek_unique:TSS52724_+_179481309.23-ENST00000605334	7304	8259	1178	13391
hek_unique:TSS52724_+_179481523.23-ENST00000605334	3549	3916	486	8559
hek_unique:TSS52724_+_179481773.23-ENST00000605334	4500	4265	789	8662
hek_unique:TSS52724_-_179481314.23-ENST00000605334	6709	5539	938	10341
hek_unique:TSS52724_-_179481341.23-ENST00000605334	1662	1931	323	3295
hek_unique:TSS52724_-_179481352.23-ENST00000605334	3316	3741	515	5782
hek_unique:TSS52724_-_179481562.23-ENST00000605334	2674	3148	416	5410
hek_unique:TSS52724_-_179481568.23-ENST00000605334	4081	4000	761	6902
hek_unique:TSS52724_-_179481577.23-ENST00000605334	8696	7073	1359	8782
hek_unique:TSS52774_+_183902469.23-CUFF.27113.1	3345	3234	438	6105
hek_unique:TSS52774_+_183902479.23-CUFF.27113.1	5605	4855	687	6845
hek_unique:TSS52774_+_183902508.23-CUFF.27113.1	8381	8260	1360	16066
hek_unique:TSS52774_+_183902542.23-CUFF.27113.1	3071	2986	554	5311
hek_unique:TSS52774_+_183902644.23-CUFF.27113.1	6366	6327	863	9943
hek_unique:TSS52774_+_183902661.23-CUFF.27113.1	4608	4084	589	8652
hek_unique:TSS52774_-_183902441.23-CUFF.27113.1	2849	3278	319	5722
hek_unique:TSS52774_-_183902534.23-CUFF.27113.1	5214	5225	769	11026
hek_unique:TSS52774_-_183902539.23-CUFF.27113.1	6480	7097	773	8017
hek_unique:TSS52774_-_183902547.23-CUFF.27113.1	3129	3042	449	5528
hek_unique:TSS52838_+_190620039.23-CUFF.27208.1	3287	3229	500	5738
hek_unique:TSS52838_+_190620059.23-CUFF.27208.1	4250	4277	550	8010
hek_unique:TSS52838_+_190620104.23-CUFF.27208.1	2761	2858	489	5101
hek_unique:TSS52838_+_190620128.23-CUFF.27208.1	1310	1613	258	2567
hek_unique:TSS52838_+_190620133.23-CUFF.27208.1	3922	3105	527	5579
hek_unique:TSS52838_+_190620418.23-CUFF.27208.1	2537	2000	473	3392
hek_unique:TSS52838_-_190620077.23-CUFF.27208.1	5630	5659	736	8976
hek_unique:TSS52838_-_190620138.23-CUFF.27208.1	6527	6707	1335	13867
hek_unique:TSS52838_-_190620183.23-CUFF.27208.1	6415	6353	751	8643
hek_unique:TSS52838_-_190620269.23-CUFF.27208.1	5861	6497	844	9892
hek_unique:TSS52910_+_194037247.23-CUFF.27261.1	6009	6159	857	11426
hek_unique:TSS52910_+_194037454.23-CUFF.27261.1	4229	4239	640	5525
hek_unique:TSS52910_+_194037547.23-CUFF.27261.1	6458	6765	839	10590
hek_unique:TSS52910_+_194037594.23-CUFF.27261.1	8226	8739	1090	15165
hek_unique:TSS52910_+_194037602.23-CUFF.27261.1	8710	7780	1152	12639
hek_unique:TSS52910_+_194037612.23-CUFF.27261.1	3126	2847	644	4748
hek_unique:TSS52910_+_194037657.23-CUFF.27261.1	4060	4439	590	6338
hek_unique:TSS52910_-_194037256.23-CUFF.27261.1	3961	4341	936	7147
hek_unique:TSS52910_-_194037317.23-CUFF.27261.1	2936	2650	423	5465
hek_unique:TSS52910_-_194037343.23-CUFF.27261.1	3910	4528	674	8387
hek_unique:TSS52985_+_198436818.23-CUFF.27330.1	4631	5308	869	8497
hek_unique:TSS52985_+_198436853.23-CUFF.27330.1	7097	7284	832	9983
hek_unique:TSS52985_+_198436942.23-CUFF.27330.1	7448	7386	1074	10036
hek_unique:TSS52985_+_198437059.23-CUFF.27330.1	6129	5917	1335	8556
hek_unique:TSS52985_-_198436873.23-CUFF.27330.1	6055	6787	928	12528
hek_unique:TSS52985_-_198436884.23-CUFF.27330.1	3400	4207	526	9187
hek_unique:TSS52985_-_198436898.23-CUFF.27330.1	7958	8915	974	15756
hek_unique:TSS52985_-_198436930.23-CUFF.27330.1	1359	1300	198	1565
hek_unique:TSS52985_-_198437046.23-CUFF.27330.1	6414	6492	894	12591
hek_unique:TSS52985_-_198437294.23-CUFF.27330.1	7292	6138	1167	10239
hek_unique:TSS52987_+_198574788.23-CUFF.27329.1	3749	3573	0	0
hek_unique:TSS52987_+_198574799.23-CUFF.27329.1	4918	4897	0	0
hek_unique:TSS52987_+_198574833.23-CUFF.27329.1	1221	1627	0	0
hek_unique:TSS52987_+_198574863.23-CUFF.27329.1	5088	5208	0	0
hek_unique:TSS52987_+_198574869.23-CUFF.27329.1	6743	6740	0	0
hek_unique:TSS52987_+_198574991.23-CUFF.27329.1	3894	3847	0	0
hek_unique:TSS52987_-_198574852.23-CUFF.27329.1	3906	3840	0	0
hek_unique:TSS52987_-_198574879.23-CUFF.27329.1	4613	4829	0	0
hek_unique:TSS52987_-_198574901.23-CUFF.27329.1	9378	8882	0	0
hek_unique:TSS52987_-_198575227.23-CUFF.27329.1	6508	6492	0	0
hek_unique:TSS53027_+_201827972.23-P1P2	4859	4686	0	0
hek_unique:TSS53027_+_201827976.23-P1P2	4885	4005	0	0
hek_unique:TSS53027_+_201827998.23-P1P2	31	43	0	0
hek_unique:TSS53027_+_201828062.23-P1P2	4793	4525	0	0
hek_unique:TSS53027_+_201828199.23-P1P2	5808	6181	0	0
hek_unique:TSS53027_+_201828211.23-P1P2	4949	5204	0	0
hek_unique:TSS53027_-_201828009.23-P1P2	1300	940	0	0
hek_unique:TSS53027_-_201828026.23-P1P2	5105	4647	0	0
hek_unique:TSS53027_-_201828077.23-P1P2	5514	5328	0	0
hek_unique:TSS53027_-_201828358.23-P1P2	2689	2917	0	0
hek_unique:TSS53073_+_206947090.23-CUFF.27467.1,CUFF.27467.2	6329	7728	0	0
hek_unique:TSS53073_+_206947159.23-CUFF.27467.1,CUFF.27467.2	4077	4319	0	0
hek_unique:TSS53073_+_206947201.23-CUFF.27467.1,CUFF.27467.2	3214	2922	0	0
hek_unique:TSS53073_+_206947331.23-CUFF.27467.1,CUFF.27467.2	6794	6680	0	0
hek_unique:TSS53073_+_206947334.23-CUFF.27467.1,CUFF.27467.2	7267	7849	0	0
hek_unique:TSS53073_+_206947338.23-CUFF.27467.1,CUFF.27467.2	4621	5265	0	0
hek_unique:TSS53073_-_206947082.23-CUFF.27467.1,CUFF.27467.2	3685	3715	0	0
hek_unique:TSS53073_-_206947118.23-CUFF.27467.1,CUFF.27467.2	8186	6694	0	0
hek_unique:TSS53073_-_206947121.23-CUFF.27467.1,CUFF.27467.2	7634	7585	0	0
hek_unique:TSS53073_-_206947249.23-CUFF.27467.1,CUFF.27467.2	3362	3619	0	0
hek_unique:TSS53075_+_206950041.23-P1P2	3498	3702	385	5623
hek_unique:TSS53075_+_206950106.23-P1P2	6346	6477	880	7852
hek_unique:TSS53075_+_206950118.23-P1P2	6498	6525	891	9100
hek_unique:TSS53075_+_206950364.23-P1P2	5839	6306	642	10061
hek_unique:TSS53075_+_206950473.23-P1P2	3143	3407	453	5758
hek_unique:TSS53075_+_206950651.23-P1P2	3377	3367	575	7524
hek_unique:TSS53075_-_206950075.23-P1P2	5186	5904	731	9941
hek_unique:TSS53075_-_206950082.23-P1P2	6202	5522	500	7414
hek_unique:TSS53075_-_206950228.23-P1P2	3255	3251	608	4291
hek_unique:TSS53075_-_206950239.23-P1P2	2653	2771	536	6814
hek_unique:TSS53175_+_213403306.23-CUFF.27543.1,CUFF.27543.2	2998	3637	398	5902
hek_unique:TSS53175_+_213403395.23-CUFF.27543.1,CUFF.27543.2	3386	3675	638	7725
hek_unique:TSS53175_+_213403415.23-CUFF.27543.1,CUFF.27543.2	3374	3556	344	4410
hek_unique:TSS53175_+_213403517.23-CUFF.27543.1,CUFF.27543.2	3783	4353	461	5812
hek_unique:TSS53175_+_213403537.23-CUFF.27543.1,CUFF.27543.2	4811	4656	680	8111
hek_unique:TSS53175_+_213403770.23-CUFF.27543.1,CUFF.27543.2	8327	8460	1287	13182
hek_unique:TSS53175_-_213403343.23-CUFF.27543.1,CUFF.27543.2	5005	5179	928	6108
hek_unique:TSS53175_-_213403354.23-CUFF.27543.1,CUFF.27543.2	5787	5566	862	8370
hek_unique:TSS53175_-_213403401.23-CUFF.27543.1,CUFF.27543.2	6050	6068	872	8438
hek_unique:TSS53175_-_213403520.23-CUFF.27543.1,CUFF.27543.2	3399	4040	556	6499
hek_unique:TSS53285_+_219773179.23-CUFF.27631.4	5750	6221	583	9808
hek_unique:TSS53285_+_219773189.23-CUFF.27631.4	4864	4919	750	7610
hek_unique:TSS53285_+_219773220.23-CUFF.27631.4	7381	7512	973	10450
hek_unique:TSS53285_+_219773267.23-CUFF.27631.4	5403	6046	655	11879
hek_unique:TSS53285_+_219773309.23-CUFF.27631.4	700	403	70	862
hek_unique:TSS53285_+_219773364.23-CUFF.27631.4	6098	7173	950	12085
hek_unique:TSS53285_+_219773376.23-CUFF.27631.4	3185	3024	388	4518
hek_unique:TSS53285_-_219773060.23-CUFF.27631.4	6658	7184	605	11765
hek_unique:TSS53285_-_219773264.23-CUFF.27631.4	5640	4851	1146	9283
hek_unique:TSS53285_-_219773273.23-CUFF.27631.4	4979	4029	700	5158
hek_unique:TSS53308_+_220416593.23-CUFF.27651.1	8349	7957	0	0
hek_unique:TSS53308_+_220416609.23-CUFF.27651.1	5454	5466	0	0
hek_unique:TSS53308_+_220416614.23-CUFF.27651.1	4565	3640	0	0
hek_unique:TSS53308_+_220416632.23-CUFF.27651.1	6919	6616	0	0
hek_unique:TSS53308_+_220416690.23-CUFF.27651.1	7229	7041	0	0
hek_unique:TSS53308_+_220416819.23-CUFF.27651.1	7310	7198	0	0
hek_unique:TSS53308_+_220416832.23-CUFF.27651.1	1996	1813	0	0
hek_unique:TSS53308_-_220416554.23-CUFF.27651.1	3030	3048	0	0
hek_unique:TSS53308_-_220416572.23-CUFF.27651.1	5311	5207	0	0
hek_unique:TSS53308_-_220416782.23-CUFF.27651.1	5260	5238	0	0
hek_unique:TSS53309_+_220423821.23-ENST00000597192	5908	6004	0	0
hek_unique:TSS53309_+_220423894.23-ENST00000597192	5705	5809	0	0
hek_unique:TSS53309_+_220424033.23-ENST00000597192	5818	6403	0	0
hek_unique:TSS53309_+_220424090.23-ENST00000597192	4122	4026	0	0
hek_unique:TSS53309_+_220424123.23-ENST00000597192	6928	6344	0	0
hek_unique:TSS53309_-_220423832.23-ENST00000597192	6926	6466	0	0
hek_unique:TSS53309_-_220423839.23-ENST00000597192	1954	2358	0	0
hek_unique:TSS53309_-_220423847.23-ENST00000597192	4490	4083	0	0
hek_unique:TSS53309_-_220424179.23-ENST00000597192	4086	3847	0	0
hek_unique:TSS53309_-_220424196.23-ENST00000597192	2331	2842	0	0
hek_unique:TSS53386_+_224833334.23-CUFF.27708.1	4159	4404	572	9116
hek_unique:TSS53386_+_224833392.23-CUFF.27708.1	1717	1945	318	2422
hek_unique:TSS53386_+_224833439.23-CUFF.27708.1	3654	3421	617	5678
hek_unique:TSS53386_+_224833596.23-CUFF.27708.1	5051	5443	533	8855
hek_unique:TSS53386_+_224833672.23-CUFF.27708.1	5323	5402	926	9531
hek_unique:TSS53386_-_224833429.23-CUFF.27708.1	3096	3597	536	6523
hek_unique:TSS53386_-_224833446.23-CUFF.27708.1	1421	1340	161	1884
hek_unique:TSS53386_-_224833465.23-CUFF.27708.1	5510	5838	749	10725
hek_unique:TSS53386_-_224833468.23-CUFF.27708.1	5614	5214	825	8539
hek_unique:TSS53386_-_224833508.23-CUFF.27708.1	6017	5951	1009	9726
hek_unique:TSS53504_+_231846398.23-CUFF.27874.3	9501	10350	1291	15445
hek_unique:TSS53504_-_231846413.23-CUFF.27874.3	3790	3121	426	4269
hek_unique:TSS53504_-_231846444.23-CUFF.27874.3	9526	10048	1289	18028
hek_unique:TSS53504_-_231846459.23-CUFF.27874.3	3142	2229	607	2965
hek_unique:TSS53504_-_231846485.23-CUFF.27874.3	3813	4103	586	7595
hek_unique:TSS53504_-_231846643.23-CUFF.27874.3	4224	4066	730	5859
hek_unique:TSS53504_-_231846760.23-CUFF.27874.3	3627	4441	545	5512
hek_unique:TSS53504_-_231846770.23-CUFF.27874.3	7151	7623	1055	12776
hek_unique:TSS53504_-_231846775.23-CUFF.27874.3	11582	11278	1412	17496
hek_unique:TSS53504_-_231846793.23-CUFF.27874.3	5246	5711	556	10560
hek_unique:TSS53545_+_234263136.23-P1P2	5488	4777	532	7717
hek_unique:TSS53545_+_234263191.23-P1P2	4966	4657	585	8336
hek_unique:TSS53545_+_234263218.23-P1P2	6834	6392	855	10608
hek_unique:TSS53545_+_234263221.23-P1P2	4644	4927	732	9808
hek_unique:TSS53545_+_234263224.23-P1P2	4208	3627	399	7114
hek_unique:TSS53545_+_234263237.23-P1P2	3585	3732	549	5777
hek_unique:TSS53545_+_234263451.23-P1P2	5167	4691	599	6246
hek_unique:TSS53545_-_234263173.23-P1P2	7125	6210	988	10021
hek_unique:TSS53545_-_234263257.23-P1P2	6901	7033	1147	11546
hek_unique:TSS53545_-_234263522.23-P1P2	5236	5864	878	7863
hek_unique:TSS53595_+_237076079.23-P1P2	5649	5908	589	6385
hek_unique:TSS53595_+_237076100.23-P1P2	4609	6252	547	7831
hek_unique:TSS53595_+_237076162.23-P1P2	11139	14203	1066	15057
hek_unique:TSS53595_+_237076282.23-P1P2	4744	5666	551	4401
hek_unique:TSS53595_-_237076114.23-P1P2	5640	7698	499	7861
hek_unique:TSS53595_-_237076126.23-P1P2	5276	7099	687	8008
hek_unique:TSS53595_-_237076147.23-P1P2	5456	5367	591	6235
hek_unique:TSS53595_-_237076312.23-P1P2	7923	12150	949	11027
hek_unique:TSS53595_-_237076355.23-P1P2	8868	11187	808	10408
hek_unique:TSS53595_-_237076469.23-P1P2	6127	4898	700	5238
hek_unique:TSS53678_+_239095679.23-CUFF.28056.1	5175	4732	590	8489
hek_unique:TSS53678_+_239095884.23-CUFF.28056.1	10986	11595	1673	16408
hek_unique:TSS53678_+_239095913.23-CUFF.28056.1	6194	6527	1216	12115
hek_unique:TSS53678_+_239095944.23-CUFF.28056.1	4131	3817	645	5872
hek_unique:TSS53678_+_239095950.23-CUFF.28056.1	6449	7007	1113	12281
hek_unique:TSS53678_+_239095958.23-CUFF.28056.1	7335	7610	1227	12261
hek_unique:TSS53678_+_239095996.23-CUFF.28056.1	6364	6073	929	9857
hek_unique:TSS53678_-_239096004.23-CUFF.28056.1	4631	4721	639	7506
hek_unique:TSS53678_-_239096048.23-CUFF.28056.1	3159	2937	482	5159
hek_unique:TSS53678_-_239096144.23-CUFF.28056.1	2339	2527	340	4868
hek_unique:TSS53921_+_945636.23-ENST00000456949	6883	6431	959	10677
hek_unique:TSS53921_+_945701.23-ENST00000456949	8162	8259	1240	11346
hek_unique:TSS53921_+_945770.23-ENST00000456949	2569	2939	479	6064
hek_unique:TSS53921_+_945932.23-ENST00000456949	3105	2925	488	7085
hek_unique:TSS53921_+_945949.23-ENST00000456949	4488	4529	429	6290
hek_unique:TSS53921_-_945494.23-ENST00000456949	4327	4125	492	8408
hek_unique:TSS53921_-_945841.23-ENST00000456949	4286	4101	648	7459
hek_unique:TSS53921_-_945859.23-ENST00000456949	4795	4171	552	7211
hek_unique:TSS53921_-_945872.23-ENST00000456949	3366	3785	483	5462
hek_unique:TSS53921_-_945948.23-ENST00000456949	2095	1873	190	2869
hek_unique:TSS5398_+_24650790.23-CUFF.716.9	6798	6224	960	8791
hek_unique:TSS5398_+_24650804.23-CUFF.716.9	8124	8147	1141	13091
hek_unique:TSS5398_+_24650952.23-CUFF.716.9	3823	3771	583	5626
hek_unique:TSS5398_+_24651113.23-CUFF.716.9	4293	4507	625	6432
hek_unique:TSS5398_+_24651128.23-CUFF.716.9	6832	7141	727	13039
hek_unique:TSS5398_-_24650912.23-CUFF.716.9	7831	7583	1055	10111
hek_unique:TSS5398_-_24650922.23-CUFF.716.9	5265	4701	1049	7266
hek_unique:TSS5398_-_24650947.23-CUFF.716.9	3252	3628	506	7435
hek_unique:TSS5398_-_24651123.23-CUFF.716.9	5369	4642	816	7145
hek_unique:TSS5398_-_24651141.23-CUFF.716.9	3589	4014	471	6550
hek_unique:TSS54263_+_10183212.23-CUFF.24272.9,CUFF.24272.10	7491	7290	1269	9077
hek_unique:TSS54263_+_10183290.23-CUFF.24272.9,CUFF.24272.10	5044	4881	741	8988
hek_unique:TSS54263_+_10183424.23-CUFF.24272.9,CUFF.24272.10	6876	7059	1036	12109
hek_unique:TSS54263_+_10183457.23-CUFF.24272.9,CUFF.24272.10	5385	5367	842	10287
hek_unique:TSS54263_+_10183466.23-CUFF.24272.9,CUFF.24272.10	3133	3435	427	5790
hek_unique:TSS54263_+_10183470.23-CUFF.24272.9,CUFF.24272.10	3726	3125	432	6302
hek_unique:TSS54263_+_10183492.23-CUFF.24272.9,CUFF.24272.10	4943	4903	628	10394
hek_unique:TSS54263_+_10183497.23-CUFF.24272.9,CUFF.24272.10	4093	4479	514	6703
hek_unique:TSS54263_-_10183512.23-CUFF.24272.9,CUFF.24272.10	5136	4283	748	7127
hek_unique:TSS54263_-_10183541.23-CUFF.24272.9,CUFF.24272.10	3442	3631	378	4580
hek_unique:TSS54264_+_10180362.23-ENST00000567540	5946	5573	756	7885
hek_unique:TSS54264_+_10180369.23-ENST00000567540	2731	3096	346	4982
hek_unique:TSS54264_+_10180712.23-ENST00000567540	4850	4217	627	6015
hek_unique:TSS54264_+_10180717.23-ENST00000567540	7420	8380	985	14893
hek_unique:TSS54264_+_10180771.23-ENST00000567540	5518	5714	754	10287
hek_unique:TSS54264_-_10180341.23-ENST00000567540	12918	12336	1648	19135
hek_unique:TSS54264_-_10180402.23-ENST00000567540	1021	1086	101	1533
hek_unique:TSS54264_-_10180406.23-ENST00000567540	2532	2386	361	3650
hek_unique:TSS54264_-_10180764.23-ENST00000567540	10848	10828	1730	17467
hek_unique:TSS54264_-_10180782.23-ENST00000567540	3959	3761	482	7061
hek_unique:TSS54268_+_10261409.23-CUFF.24241.1	5541	4800	0	0
hek_unique:TSS54268_+_10261456.23-CUFF.24241.1	5791	5663	0	0
hek_unique:TSS54268_+_10261478.23-CUFF.24241.1	2172	2560	0	0
hek_unique:TSS54268_-_10261049.23-CUFF.24241.1	5964	5554	0	0
hek_unique:TSS54268_-_10261064.23-CUFF.24241.1	1622	1808	0	0
hek_unique:TSS54268_-_10261235.23-CUFF.24241.1	5012	4522	0	0
hek_unique:TSS54268_-_10261259.23-CUFF.24241.1	1764	1865	0	0
hek_unique:TSS54268_-_10261385.23-CUFF.24241.1	6424	6939	0	0
hek_unique:TSS54268_-_10261437.23-CUFF.24241.1	4354	4487	0	0
hek_unique:TSS54268_-_10261508.23-CUFF.24241.1	2949	3166	0	0
hek_unique:TSS54300_+_10912550.23-CUFF.24276.1	9113	9890	957	15578
hek_unique:TSS54300_+_10912693.23-CUFF.24276.1	5655	5103	728	10339
hek_unique:TSS54300_+_10912721.23-CUFF.24276.1	1167	1514	267	1396
hek_unique:TSS54300_+_10912732.23-CUFF.24276.1	6640	7209	950	11521
hek_unique:TSS54300_+_10912747.23-CUFF.24276.1	2298	2089	339	2736
hek_unique:TSS54300_+_10912765.23-CUFF.24276.1	7964	8381	1201	13338
hek_unique:TSS54300_-_10912529.23-CUFF.24276.1	6033	5678	901	9091
hek_unique:TSS54300_-_10912533.23-CUFF.24276.1	4920	4973	721	9044
hek_unique:TSS54300_-_10912685.23-CUFF.24276.1	3302	3082	557	6139
hek_unique:TSS54300_-_10912719.23-CUFF.24276.1	5230	5259	719	10155
hek_unique:TSS54301_+_10909941.23-ENST00000606907	5990	6254	897	8359
hek_unique:TSS54301_+_10910017.23-ENST00000606907	5374	5307	750	10479
hek_unique:TSS54301_+_10910077.23-ENST00000606907	4639	4998	803	6766
hek_unique:TSS54301_+_10910082.23-ENST00000606907	5123	5323	728	8853
hek_unique:TSS54301_+_10910132.23-ENST00000606907	5624	5029	847	9147
hek_unique:TSS54301_+_10910135.23-ENST00000606907	6990	6977	813	12584
