,sgRNA read counts,,,,sgRNA phentoypes,,
,T0,T0,T14,T14,gamma,gamma,gamma
,Rep1,Rep2,Rep1,Rep2,Rep1,Rep2,ave_Rep1_Rep2
sgId,,,,,,,
PPP2R5B_+_64685366.23-P2,1512,2022,1852,2884,0.208324638,0.179882567,0.194103602
PPP2R5B_+_64685448.23-P2,660,1015,467,992,-0.583344796,-0.365473302,-0.474409049
PPP2R5B_+_64692191.23-P1,1046,1361,1174,1616,0.082248235,-0.084645469,-0.001198617
PPP2R5B_+_64692220.23-P1,572,765,630,838,0.05503536,-0.200915104,-0.072939872
PPP2R5B_+_64692233.23-P1,617,1136,422,1143,-0.632328812,-0.323543032,-0.477935922
PPP2R5B_+_64692250.23-P1,1205,1988,1678,2275,0.393408248,-0.137856812,0.127775718
PPP2R5B_-_64685063.23-P2,534,926,664,1073,0.230042178,-0.119839623,0.055101278
PPP2R5B_-_64685101.23-P2,851,891,1261,1113,0.483035917,-0.011449344,0.235793286
PPP2R5B_-_64685466.23-P2,302,470,452,693,0.497472902,0.227788995,0.362630948
PPP2R5B_-_64692586.23-P1,407,460,272,306,-0.665723465,-0.920507809,-0.793115637
PPP2R5C_+_102276242.23-P1P2,995,905,767,571,-0.459771269,-0.996832647,-0.728301958
PPP2R5C_+_102276252.23-P1P2,625,943,686,463,0.050051065,-1.358651178,-0.654300056
PPP2R5C_+_102276339.23-P1P2,816,855,298,361,-1.537558143,-1.576331183,-1.556944663
PPP2R5C_-_102276337.23-P1P2,755,881,599,988,-0.418221963,-0.167036578,-0.29262927
PPP2R5C_-_102276689.23-P1P2,411,279,444,377,0.027119961,0.101893801,0.064506881
PPP2R5E_+_64009644.23-P1P2,529,1079,502,870,-0.15988168,-0.643013159,-0.401447419
PPP2R5E_+_64009656.23-P1P2,255,334,515,797,0.929773864,0.922326021,0.926049942
PPP2R5E_+_64009680.23-P1P2,445,488,675,643,0.516780845,0.065531989,0.291156417
PPP2R5E_+_64010030.23-P1P2,932,888,356,816,-1.472754035,-0.454396125,-0.96357508
PPP2R5E_-_64010065.23-P1P2,816,1101,521,1073,-0.731587101,-0.369569993,-0.550578547
PPP3CA_+_102268239.23-P1P2,722,930,1011,1412,0.401410933,0.270031867,0.3357214
PPP3CA_+_102268420.23-P1P2,553,820,628,1230,0.099183757,0.2525569,0.175870329
PPP3CA_+_102268585.23-P1P2,654,700,749,852,0.111373761,-0.048907092,0.031233335
PPP3CA_+_102268646.23-P1P2,21,41,5,17,,,
PPP3CA_-_102268640.23-P1P2,1345,1420,1230,1720,-0.213249179,-0.055887965,-0.134568572
PPP3CB_+_75255561.23-P1P2,1663,2004,1973,3258,0.162301466,0.368698495,0.26549998
PPP3CB_+_75255728.23-P1P2,1691,1294,1110,2520,-0.691618305,0.629180516,-0.031218894
PPP3CB_-_75255322.23-P1P2,1552,3051,1529,2437,-0.105841472,-0.656581529,-0.381211501
PPP3CB_-_75255743.23-P1P2,480,1074,566,542,0.153466326,-1.319034837,-0.582784256
PPP3CB_-_75255778.23-P1P2,287,335,305,687,0.003457184,0.703743403,0.353600294
PPP3CC_+_22298625.23-P1P2,823,866,821,673,-0.08781153,-0.69616612,-0.391988825
PPP3CC_+_22298637.23-P1P2,40,126,29,26,,-2.609245806,
PPP3CC_+_22298640.23-P1P2,535,682,701,1147,0.305574231,0.417616147,0.361595189
PPP3CC_+_22298683.23-P1P2,2687,3067,2274,4010,-0.325065389,0.05436847,-0.135348459
PPP3CC_+_22299066.23-P1P2,107,151,116,187,0.032212687,-0.02391588,0.004148404
PPP3R1_-_68479212.23-P1P2,157,16,108,219,-0.624034568,3.442381459,1.409173446
PPP3R1_-_68479222.23-P1P2,681,540,726,1190,0.008013428,0.807524661,0.407769045
PPP3R1_-_68479587.23-P1P2,790,863,1390,1746,0.730859003,0.684215494,0.707537249
PPP3R1_-_68479635.23-P1P2,841,1272,1210,1481,0.44052802,-0.11293263,0.163797695
PPP3R1_-_68479660.23-P1P2,1475,2024,1573,3092,0.008502395,0.278925429,0.143713912
PPP4C_-_30087330.23-P1P2,1005,1205,1710,1930,0.682499502,0.347162101,0.514830801
PPP4C_-_30087361.23-P1P2,536,170,3,332,-7.565428011,0.633242895,-3.466092558
PPP4C_-_30087373.23-P1P2,955,333,496,133,-1.029461934,-1.656501532,-1.342981733
PPP4C_-_30087724.23-P1P2,1075,887,886,836,-0.363259377,-0.417836762,-0.39054807
PPP4C_-_30087761.23-P1P2,566,1025,599,696,-0.002547372,-0.890870299,-0.446708835
PPP4R1_+_9614116.23-P1P2,936,856,1016,852,0.034018646,-0.339162966,-0.15257216
PPP4R1_+_9614474.23-P1P2,655,698,787,963,0.180567408,0.131903161,0.156235284
PPP4R1_-_9614043.23-P1P2,692,643,644,1160,-0.188012671,0.518828562,0.165407946
PPP4R1_-_9614411.23-P1P2,731,463,359,305,-1.110188884,-0.934608551,-1.022398717
PPP4R1_-_9614465.23-P1P2,632,682,1082,1142,0.691402714,0.411313406,0.55135806
PPP5C_-_46850339.23-P1P2,594,1272,547,649,-0.20322342,-1.303213888,-0.753218654
PPP5C_-_46850692.23-P1P2,345,623,295,586,-0.310182729,-0.420737099,-0.365459914
PPP5C_-_46850703.23-P1P2,833,901,778,1749,-0.182847662,0.624525678,0.220839008
PPP5C_-_46850724.23-P1P2,1396,1932,1021,1842,-0.535617397,-0.401227633,-0.468422515
PPP5C_-_46850774.23-P1P2,411,536,503,756,0.207118685,0.163747633,0.185433159
PPP6C_+_127951685.23-P1P2,1945,1443,1273,771,-0.695839058,-1.236674135,-0.966256596
PPP6C_+_127952072.23-P1P2,310,218,194,274,-0.760512885,-0.002557842,-0.381535363
PPP6C_-_127951604.23-P1P2,1149,1209,943,1042,-0.369350444,-0.546864567,-0.458107505
PPP6C_-_127951681.23-P1P2,1004,846,551,703,-0.949936367,-0.599538574,-0.774737471
PPP6C_-_127952026.23-P1P2,1881,1104,1019,262,-0.968647119,-2.407507056,-1.688077087
PPT1_+_40562469.23-P1P2,1445,1443,1360,2404,-0.171764163,0.403959996,0.116097917
PPT1_+_40563349.23-P1P2,2111,2326,2308,3138,0.044415324,0.099588655,0.072001989
PPT1_-_40562529.23-P1P2,1419,2293,1578,2715,0.068921294,-0.088689757,-0.009884231
PPT1_-_40562864.23-P1P2,997,1101,609,1652,-0.795452598,0.252993618,-0.27122949
PPT1_-_40562868.23-P1P2,733,1152,790,1111,0.023738133,-0.3846875,-0.180474683
PPTC7_+_111020687.23-P1P2,1184,1822,1266,1661,0.012307002,-0.465876486,-0.226784742
PPTC7_+_111020727.23-P1P2,402,541,189,735,-1.173110588,0.109710056,-0.531700266
PPTC7_+_111021110.23-P1P2,450,728,800,996,0.745773677,0.119801692,0.432787684
PPTC7_+_111021115.23-P1P2,861,965,499,1170,-0.871274744,-0.054497918,-0.462886331
PPTC7_-_111021044.23-P1P2,811,1283,782,1400,-0.136834628,-0.206499944,-0.171667286
PRDX2_+_12912130.23-P1P2,436,627,401,272,-0.20502722,-1.537264392,-0.871145806
PRDX2_+_12912160.23-P1P2,1021,1908,1148,1434,0.084838454,-0.744421748,-0.329791647
PRDX2_+_12912205.23-P1P2,1934,1971,1934,1266,-0.084301322,-0.971055972,-0.527678647
PRDX2_+_12912209.23-P1P2,36,174,51,108,0.418199019,-1.020461594,-0.301131287
PRDX2_-_12912186.23-P1P2,1507,2272,1472,2838,-0.118203067,-0.011493846,-0.064848456
PRDX5_+_64085608.23-P1P2,1481,611,384,31,-2.031694746,-4.63323786,-3.332466303
PRDX5_+_64085984.23-P1P2,652,489,219,82,-1.658242416,-2.908544251,-2.283393333
PRDX5_+_64086008.23-P1P2,544,479,297,152,-0.957445042,-1.988359933,-1.472902487
PRDX5_+_64086021.23-P1P2,572,398,328,210,-0.886620654,-1.254784703,-1.070702678
PRDX5_-_64085742.23-P1P2,471,472,150,127,-1.735065881,-2.226363963,-1.980714922
PRDX6_+_173446488.23-P1P2,1687,2524,1905,2785,0.091029703,-0.190440183,-0.04970524
PRDX6_+_173446518.23-P1P2,624,1055,722,1339,0.126151486,0.011507361,0.068829424
PRDX6_-_173446514.23-P1P2,598,928,512,1316,-0.308302996,0.171557178,-0.068372909
PRDX6_-_173446546.23-P1P2,2347,3601,2426,3943,-0.036539613,-0.201509489,-0.119024551
PRDX6_-_173446908.23-P1P2,802,1652,497,1370,-0.774657706,-0.602443394,-0.68855055
PREP_+_105850497.23-P1P2,969,1311,1297,1580,0.336308587,-0.063148727,0.13657993
PREP_+_105850963.23-P1P2,1068,1416,966,1144,-0.229117874,-0.640139814,-0.434628844
PREP_-_105850722.23-P1P2,594,997,910,1441,0.531102293,0.198999326,0.365050809
PREP_-_105850748.23-P1P2,330,295,296,378,-0.24117017,0.02526568,-0.107952245
PREP_-_105850922.23-P1P2,944,763,741,1077,-0.433614639,0.164857687,-0.134378476
PRG2_+_57157933.23-P1P2,1952,1932,2325,3011,0.167976342,0.307742014,0.237859178
PRG2_+_57158067.23-P1P2,277,268,253,452,-0.215049913,0.421684172,0.103317129
PRG2_+_57158083.23-P1P2,1358,1919,1380,2328,-0.061116534,-0.053669254,-0.057392894
PRG2_-_57157649.23-P1P2,725,1475,640,1079,-0.264210412,-0.78342569,-0.523818051
PRG2_-_57157692.23-P1P2,724,1033,1046,1902,0.446519928,0.548271392,0.49739566
PRKAA1_+_40797806.23-P1P2,993,1223,877,2010,-0.263518197,0.384365497,0.06042365
PRKAA1_+_40798202.23-P1P2,1211,1781,1095,2892,-0.229569317,0.366974436,0.068702559
PRKAA1_+_40798231.23-P1P2,747,1009,724,1275,-0.129419867,0.005165472,-0.062127197
PRKAA1_-_40798155.23-P1P2,1693,1921,2367,1848,0.399176411,-0.388298363,0.005439024
PRKAA1_-_40798216.23-P1P2,1014,1257,795,930,-0.435332208,-0.767087629,-0.601209919
PRKAA2_-_57111005.23-P1P2,249,211,269,96,0.027159109,-1.468542288,-0.72069159
PRKAA2_-_57111027.23-P1P2,462,318,549,507,0.164611976,0.340553381,0.252582679
PRKAA2_-_57111034.23-P1P2,1940,2826,1715,3607,-0.262149398,0.019632357,-0.12125852
PRKAA2_-_57111063.23-P1P2,858,1477,1182,2437,0.377879161,0.390030825,0.383954993
PRKAA2_-_57111086.23-P1P2,913,997,897,1615,-0.109808197,0.363463155,0.126827479
PRKAB1_+_120105816.23-P1P2,823,1569,693,1957,-0.3323384,-0.013607197,-0.172972798
PRKAB1_+_120105831.23-P1P2,1967,2774,2649,4208,0.345149565,0.268761317,0.306955441
PRKAB1_+_120105979.23-P1P2,1161,1477,949,1443,-0.375189301,-0.366004127,-0.370596714
PRKAB1_-_120105780.23-P1P2,845,1149,903,455,0.011473325,-1.668845948,-0.828686312
PRKAB1_-_120105788.23-P1P2,1006,1309,1244,1037,0.222054859,-0.668454803,-0.223199972
PRKAB2_+_146643609.23-P1P2,1585,2359,1247,3369,-0.430322697,0.18173941,-0.124291644
PRKAB2_+_146643991.23-P1P2,374,927,481,1176,0.278697302,0.010841216,0.144769259
PRKAB2_+_146643994.23-P1P2,466,60,307,331,-0.686392621,2.131391211,0.722499295
PRKAB2_+_146644006.23-P1P2,1557,2655,1400,2416,-0.237643439,-0.468497007,-0.353070223
PRKAB2_+_146644023.23-P1P2,366,740,342,1240,-0.182148645,0.412337344,0.11509435
PRKACA_+_14228134.23-P1P2,286,252,311,564,0.036598112,0.829865829,0.43323197
PRKACA_+_14228330.23-P1P2,653,582,622,926,-0.154469733,0.33758744,0.091558854
PRKACA_+_14228550.23-P1P2,1086,1506,776,1487,-0.569196867,-0.350722723,-0.459959795
PRKACA_+_14228563.23-P1P2,1550,2156,1473,1882,-0.157812107,-0.52849615,-0.343154128
PRKACA_-_14228145.23-P1P2,1371,1262,1369,1882,-0.086407446,0.244149117,0.078870836
PRKACB_+_84610062.23-ENST00000370685.3,998,1049,921,1500,-0.200139981,0.183542223,-0.008298879
PRKACB_+_84610124.23-ENST00000370685.3,931,1087,951,1168,-0.053637148,-0.228717266,-0.141177207
PRKACB_+_84610213.23-ENST00000370685.3,3203,3758,3619,6000,0.091865988,0.342591834,0.217228911
PRKACB_-_84610047.23-ENST00000370685.3,2211,2586,1985,3332,-0.239861339,0.033260525,-0.103300407
PRKACB_-_84610430.23-ENST00000370685.3,1754,1951,1173,2310,-0.664747056,-0.088726527,-0.376736791
PRKACG_+_71628971.23-P1P2,235,329,187,304,-0.413923808,-0.446421861,-0.430172834
PRKACG_-_71628547.23-P1P2,947,1332,838,2649,-0.260715503,0.659448161,0.199366329
PRKACG_-_71628562.23-P1P2,1490,1652,1610,2347,0.027447036,0.174198555,0.100822795
PRKACG_-_71628577.23-P1P2,867,1620,1313,2010,0.514461696,-0.021203912,0.246628892
PRKACG_-_71628940.23-P1P2,101,145,194,258,0.857400038,0.498912565,0.678156302
PRKAG1_+_49412500.23-P1P2,1361,2072,1191,1892,-0.276794975,-0.463517515,-0.370156245
PRKAG1_+_49412508.23-P1P2,480,911,703,981,0.466188962,-0.225603518,0.120292722
PRKAG1_+_49412513.23-P1P2,1011,1089,940,1746,-0.189351657,0.348644005,0.079646174
PRKAG1_+_49412519.23-P1P2,629,1038,710,1151,0.090457686,-0.18332421,-0.046433262
PRKAG1_-_49412137.23-P1P2,277,379,353,618,0.265480886,0.373003389,0.319242138
PRKAG2_+_151573819.23-ENST00000287878.4,623,987,1319,1468,0.997839175,0.240324378,0.619081776
PRKAG2_+_151574227.23-ENST00000287878.4,549,817,515,853,-0.176535038,-0.270195937,-0.223365488
PRKAG2_+_151574231.23-ENST00000287878.4,1040,1277,975,1666,-0.177410726,0.051224275,-0.063093225
PRKAG2_-_151573827.23-ENST00000287878.4,526,813,250,863,-1.157436026,-0.246300393,-0.70186821
PRKAG2_-_151573838.23-ENST00000287878.4,522,768,991,967,0.840533929,3.98E-06,0.420268954
PRKAG3_+_219696451.23-P1P2,804,1566,1342,1372,0.654815943,-0.523209331,0.065803306
PRKAG3_+_219696501.23-P1P2,605,1357,744,1749,0.214066157,0.033703968,0.123885063
PRKAG3_-_219696104.23-P1P2,718,1018,823,1411,0.112607265,0.138574826,0.125591046
PRKAG3_-_219696486.23-P1P2,932,1250,1050,1686,0.087686146,0.099270841,0.093478494
PRKAG3_-_219696537.23-P1P2,679,1203,885,1421,0.297964559,-0.092135688,0.102914435
PRKAR1A_+_66508565.23-P1P2,1223,1792,1133,2327,-0.194577864,0.044494973,-0.075041446
PRKAR1A_-_66508201.23-P1P2,1115,1744,1070,1507,-0.143734235,-0.543126223,-0.343430229
PRKAR1A_-_66508255.23-P1P2,1277,2114,1997,3326,0.560774486,0.321407192,0.441090839
PRKAR1A_-_66508601.23-P1P2,651,676,541,1131,-0.351330271,0.410098177,0.029383953
PRKAR1A_-_66508606.23-P1P2,484,1039,753,1508,0.553341496,0.205035174,0.379188335
PRKAR1B_+_766502.23-P2,462,625,744,220,0.603108448,-1.838758266,-0.617824909
PRKAR1B_+_766840.23-P2,698,749,1081,560,0.54676626,-0.751944492,-0.102589116
PRKAR1B_+_766877.23-P2,444,589,558,243,0.245404124,-1.609716921,-0.682156398
PRKAR1B_+_766905.23-P2,367,762,437,204,0.167551895,-2.233627446,-1.033037775
PRKAR1B_-_751683.23-P1,576,1124,827,2016,0.437517196,0.510448003,0.4739826
PRKAR1B_-_751696.23-P1,1688,2415,1897,3294,0.084103453,0.115411766,0.099757609
PRKAR1B_-_751731.23-P1,625,1161,688,877,0.054251054,-0.737124825,-0.341436886
PRKAR1B_-_751753.23-P1,705,779,704,1360,-0.08634915,0.471505818,0.192578334
PRKAR1B_-_751919.23-P1,357,268,359,339,-0.076241552,0.006646672,-0.03479744
PRKAR1B_-_766826.23-P2,1007,981,669,479,-0.674286889,-1.366633081,-1.020459985
PRKAR2A_+_48884705.23-P1P2,159,493,114,278,-0.564294263,-1.158908364,-0.861601313
PRKAR2A_+_48885155.23-P1P2,182,429,592,775,1.617357404,0.520813062,1.069085233
PRKAR2A_+_48885226.23-P1P2,625,1476,741,1756,0.161316031,-0.081805477,0.039755277
PRKAR2A_+_48885249.23-P1P2,1680,2888,2057,2279,0.207779239,-0.674075418,-0.233148089
PRKAR2A_-_48885055.23-P1P2,612,685,363,1148,-0.837863426,0.412541149,-0.212661139
PRKAR2B_+_106685162.23-P1P2,939,1125,1252,1846,0.330736178,0.382071951,0.356404065
PRKAR2B_+_106685165.23-P1P2,1443,1673,676,2157,-1.17827747,0.034183131,-0.572047169
PRKAR2B_+_106685589.23-P1P2,550,1085,735,794,0.33401131,-0.78288973,-0.22443921
PRKAR2B_-_106685141.23-P1P2,1505,2105,1701,2971,0.092318332,0.164722772,0.128520552
PRKAR2B_-_106685619.23-P1P2,413,763,780,230,0.833031021,-2.062454796,-0.614711888
PRKCA_+_64298779.23-P1P2,960,1250,1106,1130,0.119943753,-0.478010923,-0.179033585
PRKCA_-_64298813.23-P1P2,867,819,929,1174,0.015345282,0.187091451,0.101218366
PRKCA_-_64298956.23-P1P2,374,160,57,46,-2.798305767,-2.130771739,-2.464538753
PRKCA_-_64298960.23-P1P2,1153,1491,1024,1685,-0.255478119,-0.155937266,-0.205707693
PRKCA_-_64299002.23-P1P2,1512,1446,1592,1873,-0.009919125,0.040877747,0.015479311
PRKCB_+_23847768.23-P1P2,775,331,1074,361,0.386424456,-0.20723798,0.089593238
PRKCB_-_23847312.23-P1P2,273,348,222,308,-0.382642596,-0.508562555,-0.445602576
PRKCB_-_23847339.23-P1P2,719,1192,650,1006,-0.229853374,-0.577159531,-0.403506452
PRKCB_-_23847375.23-P1P2,1538,1509,1337,2288,-0.286357359,0.268088646,-0.009134357
PRKCB_-_23847726.23-P1P2,574,767,788,933,0.372843571,-0.049755097,0.161544237
PRKCDBP_+_6341364.23-P1P2,455,608,508,456,0.07466063,-0.7474431,-0.336391235
PRKCDBP_+_6341687.23-P1P2,1035,1764,1198,2259,0.126695819,0.02442811,0.075561964
PRKCDBP_+_6341699.23-P1P2,549,897,561,1186,-0.0531067,0.070518519,0.00870591
PRKCDBP_+_6341709.23-P1P2,1242,2039,949,1795,-0.472486503,-0.516283532,-0.494385017
PRKCDBP_+_6341715.23-P1P2,647,1230,374,889,-0.875028764,-0.800808592,-0.837918678
PRKCD_+_53195217.23-P1P2,1488,2384,1751,2607,0.150503236,-0.203399253,-0.026448009
PRKCD_+_53195267.23-P1P2,1565,2500,1444,3141,-0.200393236,-0.003109752,-0.101751494
PRKCD_+_53195680.23-P1P2,895,1538,616,2924,-0.623258653,0.594482208,-0.014388223
PRKCD_+_53195724.23-P1P2,739,679,1045,580,0.415555351,-0.559764275,-0.072104462
PRKCD_-_53195638.23-P1P2,2203,2186,1669,3258,-0.484786862,0.243287603,-0.12074963
PRKCE_+_45878467.23-P1P2,1612,1336,1421,2566,-0.266246511,0.609195562,0.171474526
PRKCE_+_45878490.23-P1P2,161,480,237,288,0.473525049,-1.069371194,-0.297923073
PRKCE_+_45878760.23-P1P2,723,1374,847,1476,0.144065001,-0.229094883,-0.042514941
PRKCE_-_45878483.23-P1P2,749,817,1021,1900,0.362643921,0.885185835,0.623914878
PRKCE_-_45878486.23-P1P2,369,266,314,407,-0.317157579,0.281196948,-0.017980315
PRKCG_+_54385486.23-P1P2,600,639,831,850,0.385584655,0.07924131,0.232412982
PRKCG_+_54385571.23-P1P2,1163,2098,1518,2923,0.300019372,0.146029551,0.223024462
PRKCG_+_54385632.23-P1P2,541,596,751,876,0.388882992,0.223212939,0.306047966
PRKCG_+_54385665.23-P1P2,1431,1847,1626,2361,0.100002264,0.021808575,0.060905419
PRKCG_-_54385825.23-P1P2,1347,1036,591,1175,-1.272821137,-0.150768847,-0.711794992
PRKCH_+_61788505.23-P1P2,2399,2847,2621,1470,0.043382874,-1.286031938,-0.621324532
PRKCH_-_61788470.23-P1P2,920,1248,1106,1591,0.181344298,0.017910301,0.099627299
PRKCH_-_61788479.23-P1P2,117,128,50,223,-1.310809851,0.4684943,-0.421157776
PRKCH_-_61788489.23-P1P2,1812,1947,2316,4140,0.269750976,0.755972283,0.51286163
PRKCH_-_61788881.23-P1P2,290,707,450,1328,0.54957078,0.577067426,0.563319103
PRKCI_+_169940357.23-P1P2,746,720,380,690,-1.057477533,-0.393806145,-0.725641839
PRKCI_+_169940750.23-P1P2,361,532,608,591,0.667771165,-0.180673716,0.243548725
PRKCI_-_169940251.23-P1P2,336,518,301,660,-0.242999068,0.017108326,-0.112945371
PRKCI_-_169940693.23-P1P2,1083,1325,1179,1712,0.038229154,0.037284742,0.037756948
PRKCI_-_169940714.23-P1P2,823,969,464,1476,-0.911068947,0.27471855,-0.318175198
PRKCQ_+_6621958.23-P1P2,988,1991,557,1456,-0.911135036,-0.783888466,-0.847511751
PRKCQ_+_6622034.23-P1P2,818,1521,1005,1338,0.212721432,-0.517347637,-0.152313103
PRKCQ_+_6622166.23-P1P2,907,1444,1133,1752,0.236672084,-0.053473568,0.091599258
PRKCQ_-_6622186.23-P1P2,641,629,577,1166,-0.23605436,0.558030266,0.160987953
PRKCQ_-_6622322.23-P1P2,852,708,524,1127,-0.78558794,0.33826065,-0.223663645
PRKCZ_+_1981918.23-P2,431,622,356,1266,-0.36011195,0.692885319,0.166386685
PRKCZ_+_1981929.23-P2,1421,1256,1662,2635,0.141712506,0.736560897,0.439136702
PRKCZ_+_1981952.23-P2,1972,3256,1606,3333,-0.38048898,-0.298684982,-0.339586981
PRKCZ_+_2005137.23-P1,1266,1450,1088,2214,-0.30290017,0.278196722,-0.012351724
PRKCZ_+_2005493.23-P1,471,420,210,46,-1.249639053,-3.523089162,-2.386364108
PRKCZ_+_2005499.23-P1,976,1870,1024,1426,-0.015038659,-0.723469889,-0.369254274
PRKCZ_-_1981944.23-P2,1016,1576,1105,2479,0.036844646,0.321085136,0.178964891
PRKCZ_-_1981949.23-P2,439,352,422,619,-0.141279262,0.48195838,0.170339559
PRKCZ_-_2005163.23-P1,702,693,900,1291,0.274152649,0.565156143,0.419654396
PRKCZ_-_2005535.23-P1,2212,2850,3074,3752,0.390464458,0.064292308,0.227378383
PRKD1_+_30396666.23-P1P2,1052,1204,542,1390,-1.041071269,-0.125156109,-0.583113689
PRKD1_+_30397008.23-P1P2,873,1059,870,1896,-0.089267574,0.507850775,0.2092916
PRKD1_-_30396656.23-P1P2,771,1177,534,962,-0.61419244,-0.623411122,-0.618801781
PRKD1_-_30396710.23-P1P2,469,678,184,252,-1.434183478,-1.76026714,-1.597225309
PRKD1_-_30397048.23-P1P2,863,1297,873,1499,-0.067680227,-0.123583697,-0.095631962
PRKD2_+_47217137.23-P2,161,788,404,887,1.242993283,-0.161667125,0.540663079
PRKD2_+_47217145.23-P2,658,1254,869,1001,0.316967272,-0.657500974,-0.170266851
PRKD2_+_47217531.23-P2,334,789,678,1445,0.937135849,0.540566687,0.738851268
PRKD2_+_47220325.23-P1,13,194,7,14,,-4.12496352,
PRKD2_-_47217337.23-P2,1038,1546,916,1623,-0.264688262,-0.26228292,-0.263485591
PRKD2_-_47217562.23-P2,1160,1067,589,1718,-1.062086588,0.35476426,-0.353661164
PRKD2_-_47219929.23-P1,1281,1303,894,1530,-0.603225061,-0.100711031,-0.351968046
PRKD2_-_47220163.23-P1,539,498,446,362,-0.357542884,-0.792561645,-0.575052265
PRKD2_-_47220343.23-P1,490,768,444,728,-0.226523394,-0.409573461,-0.318048427
PRKD2_-_47220374.23-P1,307,714,427,657,0.391696093,-0.452436304,-0.030370106
PRKD3_+_37551505.23-P1P2,842,1158,845,1877,-0.079170213,0.364387797,0.142608792
PRKD3_+_37551857.23-P1P2,1383,1614,1061,1747,-0.466677822,-0.218166571,-0.342422196
PRKD3_-_37551496.23-P1P2,439,928,489,1203,0.071312204,0.042034332,0.056673268
PRKD3_-_37551827.23-P1P2,363,519,442,671,0.1997755,0.038172628,0.118974064
PRKD3_-_37551883.23-P1P2,717,498,581,999,-0.387736277,0.671933335,0.142098529
PRKDC_+_48872269.23-P1P2,655,1284,978,1786,0.494038237,0.143681278,0.318859757
PRKDC_+_48872295.23-P1P2,1207,1403,1452,2402,0.182314456,0.443315542,0.312814999
PRKDC_+_48872679.23-P1P2,773,207,245,264,-1.741987986,0.018501562,-0.861743212
PRKDC_-_48872617.23-P1P2,1209,1033,404,415,-1.665688368,-1.648062613,-1.65687549
PRKDC_-_48872669.23-P1P2,716,830,243,263,-1.643304595,-1.990454137,-1.816879366
PRKG1_+_52751163.23-ENST00000401604.2,616,861,858,1164,0.393745975,0.102600315,0.248173145
PRKG1_+_52751266.23-ENST00000401604.2,795,867,1093,1695,0.374965314,0.634775775,0.504870544
PRKG1_+_52751578.23-ENST00000401604.2,1244,1479,1355,1794,0.039005045,-0.053847762,-0.007421359
PRKG1_-_52750786.23-ENST00000401604.2,399,552,292,273,-0.534721699,-1.348172916,-0.941447308
PRKG1_-_52750832.23-ENST00000401604.2,601,854,832,1204,0.384917216,0.163121817,0.274019516
PRKG2_-_82135960.23-P1P2,1346,1150,1585,2135,0.151503109,0.560196608,0.355849859
PRKG2_-_82135965.23-P1P2,601,1196,906,1578,0.507844738,0.067474216,0.287659477
PRKG2_-_82135978.23-P1P2,247,611,739,846,1.496762001,0.137079683,0.816920842
PRKG2_-_82136299.23-P1P2,458,377,241,548,-1.010615773,0.207205769,-0.401705002
PRKG2_-_82136320.23-P1P2,375,156,396,311,-0.005691487,0.662962951,0.328635732
PRKRA_+_179315439.23-P1P2,959,628,206,277,-2.303187799,-1.513284183,-1.908235991
PRKRA_-_179315237.23-P1P2,113,366,238,281,0.990337479,-0.713679118,0.138329181
PRKRA_-_179315508.23-P1P2,385,355,282,134,-0.533464605,-1.737991624,-1.135728114
PRKRA_-_179315799.23-P1P2,1058,1073,693,953,-0.694713692,-0.503507557,-0.599110624
PRKRA_-_179315903.23-P1P2,809,1208,948,1498,0.144446035,-0.021988431,0.061228802
PRKRIR_+_76091746.23-P1P2,737,437,352,310,-1.150390512,-0.827770665,-0.989080588
PRKRIR_+_76092079.23-P1P2,669,823,699,438,-0.021015077,-1.242367161,-0.631691119
PRKRIR_+_76092097.23-P1P2,247,103,130,21,-1.01030074,-2.626588705,-1.818444722
PRKRIR_-_76091725.23-P1P2,743,224,265,350,-1.571671173,0.31145059,-0.630110292
PRKRIR_-_76092044.23-P1P2,1152,620,608,197,-1.00629881,-1.986478186,-1.496388498
PRKX_+_3631215.23-P1P2,912,1083,830,1460,-0.220223809,0.098529526,-0.060847142
PRKX_+_3631236.23-P1P2,380,616,398,903,-0.017532309,0.219390037,0.100928864
PRKX_-_3631195.23-P1P2,605,564,437,916,-0.553603184,0.367246835,-0.093178174
PRKX_-_3631473.23-P1P2,283,618,209,579,-0.521600432,-0.42644909,-0.474024761
PRKX_-_3631511.23-P1P2,1606,1804,1549,2820,-0.13643607,0.312090224,0.087827077
